NOTE	augmented shell inline flags : 2008-09-04

K	~(N){1}-(*+([0-9])*)	abc123abc456abc789	(0,4)(0,4)(3,4)
K	~(N)*+([0-9])*		abc123abc456abc789	(0,18)(17,18)
K	~(Ng)*+([0-9])*		abc123abc456abc789	(0,18)(17,18)
K	~(N){1}(*+([0-9])*)		abc123abc456abc789	(0,18)(0,18)(17,18)
K	~(N)*+(o)*			foo/fun/bar		(0,11)(2,3)
Km	~(N)*+(o)*			foo/fun/bar		(0,2)(1,2)
K	~(N)~(-g)*+(o)*		foo/fun/bar		(0,2)(1,2)
K	~(N)~(-g:*)+(o)*		foo/fun/bar		(0,11)(1,3)
K	~(N)[[:digit:]]	a1234		(1,2)
K	~(N)+([[:digit:]])	a1234		(1,5)(1,5)
Km	~(N)+([[:digit:]])	a1234		(1,2)(1,2)
K	~(N)+-([[:digit:]])	a1234		(1,2)(1,2)
K	~(N)+(1|2|3|4)	a1234		(1,5)(1,5)
Km	~(N)+(1|2|3|4)	a1234		(1,2)(1,2)
K	~(N)+-(1|2|3|4)	a1234		(1,2)(1,2)
K	~(N)+([1234])	a1234		(1,5)(1,5)
Km	~(N)+([1234])	a1234		(1,2)(1,2)
K	~(N)+-([1234])	a1234		(1,2)(1,2)
K	~(N)+([1-4])	a1234		(1,5)(1,5)
Km	~(N)+([1-4])	a1234		(1,2)(1,2)
K	~(N)+-([1-4])	a1234		(1,2)(1,2)
K	~(N)[[:digit:]]	4		(0,1)
K	~(N)+([[:digit:]])	4		(0,1)(0,1)
Km	~(N)+([[:digit:]])	4		(0,1)(0,1)
K	~(N)+-([[:digit:]])	4		(0,1)(0,1)
K	~(N)+(1|2|3|4)	4		(0,1)(0,1)
Km	~(N)+(1|2|3|4)	4		(0,1)(0,1)
K	~(N)+-(1|2|3|4)	4		(0,1)(0,1)
K	~(N)+([1234])	4		(0,1)(0,1)
Km	~(N)+([1234])	4		(0,1)(0,1)
K	~(N)+-([1234])	4		(0,1)(0,1)
K	~(N)+([1-4])	4		(0,1)(0,1)
Km	~(N)+([1-4])	4		(0,1)(0,1)
K	~(N)+-([1-4])	4		(0,1)(0,1)
K	~(N)[[:digit:]]	a1234		(1,2)
K	~(N)+([[:digit:]])	a1234		(1,5)(1,5)
Km	~(N)+([[:digit:]])	a1234		(1,2)(1,2)
K	~(N)+-([[:digit:]])	a1234		(1,2)(1,2)
K	~(N)+(1|2|3|4)	a1234		(1,5)(1,5)
Km	~(N)+(1|2|3|4)	a1234		(1,2)(1,2)
K	~(N)+-(1|2|3|4)	a1234		(1,2)(1,2)
K	~(N)+([1234])	a1234		(1,5)(1,5)
Km	~(N)+([1234])	a1234		(1,2)(1,2)
K	~(N)+-([1234])	a1234		(1,2)(1,2)
K	~(N)+([1-4])	a1234		(1,5)(1,5)
Km	~(N)+([1-4])	a1234		(1,2)(1,2)
K	~(N)+-([1-4])	a1234		(1,2)(1,2)
K	~(N)[[:digit:]]	4		(0,1)
Km	~(N)[[:digit:]]	4		(0,1)
K	~(N)@-([[:digit:]])	4		(0,1)(0,1)
K	~(N)+([[:digit:]])	4		(0,1)(0,1)
Km	~(N)+([[:digit:]])	4		(0,1)(0,1)
K	~(N)+-([[:digit:]])	4		(0,1)(0,1)
K	~(N)+(1|2|3|4)	4		(0,1)(0,1)
Km	~(N)+(1|2|3|4)	4		(0,1)(0,1)
K	~(N)+-(1|2|3|4)	4		(0,1)(0,1)
K	~(N)+([1234])	4		(0,1)(0,1)
Km	~(N)+([1234])	4		(0,1)(0,1)
K	~(N)+-([1234])	4		(0,1)(0,1)
K	~(N)+([1-4])	4		(0,1)(0,1)
Km	~(N)+([1-4])	4		(0,1)(0,1)
K	~(N)+-([1-4])	4		(0,1)(0,1)
K	~(N)%(()		-(-)-			NOMATCH
K	~(N)%(()")		-(-)-			NOMATCH
K	~(N)%(())		-(-)-			(1,4)(1,4)
K	~(N)%(())		-(-)-)-			(1,4)(1,4)
K	~(N)%(())		-(-()-)-		(1,7)(1,7)
K	~(N)%(())		-(-\)-)-		(1,5)(1,5)
K	~(N)%(())		-(-\\)-)-		(1,6)(1,6)
K	~(N)%(())		-(-(-)-			(3,6)(3,6)
K	~(N)%(())		-(-(-)-)-		(1,8)(1,8)
K	~(N)%(()[])		-(-[-]-)-		(1,8)(1,8)
K	~(N)%(()[])		-[-(-)-]-		(3,6)(3,6)
K	~(N)%(()[])		-(-[-)-]-		NOMATCH
K	~(N)%([]())		-(-[-]-)-		(3,6)(3,6)
K	~(N)%([]())		-[-(-)-]-		(1,8)(1,8)
K	~(N)%([]())		-(-[-)-]-		NOMATCH
K	~(N)%(()Q")		-(-")"-)-		(1,8)(1,8)
K	~(N)%(()Q")		-(-\")"-)-		(1,9)(1,9)
K	~(N)%(()Q")		-(-\")\"-)-		(1,10)(1,10)
K	~(N)%(()Q'Q")	-(-'")'-)-		(1,9)(1,9)
K	~(N)%(()Q'Q")	-(-\'")"-)-		NOMATCH
K	~(N)%(()Q'Q")	-(-\'")"'-)-		(1,11)(1,11)
K	~(N)%(()Q'Q")	-(-\"')'\"-)-		(1,12)(1,12)
K	~(N)%(()Q'Q")	-(-')\''-)-		NOMATCH
K	~(N)%(()L'Q")	-(-'")'-)-		(1,9)(1,9)
K	~(N)%(()L'Q")	-(-\'")"-)-		NOMATCH
K	~(N)%(()L'Q")	-(-\'")"'-)-		(1,11)(1,11)
K	~(N)%(()L'Q")	-(-\"')'\"-)-		(1,12)(1,12)
K	~(N)%(()L'Q")	-(-')\''-)-		NOMATCH
K	~(N)%(()Q")		-(-")"-)-		(1,8)(1,8)
K	~(N)%(()Q")		-(-\")"-)-		(1,9)(1,9)
K	~(N)%(()Q")		-(-\")\"-)-		(1,10)(1,10)
K	~(N)%(()E\\)	-(-\)-)-		(1,7)(1,7)
K	~(N)%(()E\\)	-(-\\)-)-		(1,6)(1,6)
K	~(N)%(()E\\Q")	-(-\")"-)-		(1,6)(1,6)
K	~(N)%(()E\\Q")	-(-\")\"-)-		(1,6)(1,6)
K	~(N)%(()E\\Q'Q")	-(-\'")"-)-		(1,10)(1,10)
K	~(N)%(()E\\Q'Q")	-(-\"')'\"-)-		(1,12)(1,12)
K	~(N)%(()E\\L'Q")	-(-\'")"-)-		(1,10)(1,10)
K	~(N)%(()E\\L'Q")	-(-\"')'\"-)-		(1,12)(1,12)
K	~(N)%(()E\\L'Q")	-(-\"')\'\"-)-		(1,13)(1,13)
K	~(N)%(()E\\L'Q")	-(-\"')\'\"'-)-		NOMATCH
K	~(N)%(()T;)		-(-;-)-			NOMATCH
K	~(N)%(()T;)		-(-);-			(1,4)(1,4)
K	~(N)%(()T;)		-(-)-			(1,4)(1,4)
K	~(N)%(()D;)		-(-;-)-			NOMATCH
K	~(N)%(()D;)		-(-);-			(1,4)(1,4)
K	~(N)%(()D;)		-(-)-			(1,4)(1,4)
K	~(N)%(()S;)		-(-;-)-			(1,6)(1,6)
K	~(N)%(()S;)		-(-);-			(1,4)(1,4)
K	~(N)%(()S;)		-(-)-			(1,4)(1,4)
K	~(N)*%(())*			-((-))-		(0,7)(2,5)
K	~(N)~(-g)*%(())*		-((-))-		(0,6)(1,6)
K	~(N)~(-g:*)%(())*		-((-))-		(0,7)(1,6)
Km	~(N)*%(())*			-((-))-		(0,6)(1,6)
K	~(N)*(?)%(())*(?)		-((-))-		(0,7)(0,2)(2,5)(5,7)
K	~(N)~(-g)*(?)%(())*(?)	-((-))-		(0,6)(0,1)(1,6)(6,6)
K	~(N)~(-g:*(?))%(())*(?)	-((-))-		(0,7)(0,1)(1,6)(6,7)
Km	~(N)*(?)%(())*(?)		-((-))-		(0,6)(0,1)(1,6)(6,6)
K	~(N)+([[:alnum:]])*([[:space:]])(%(()))	call(a+b,x/(c/d),(0));	(0,21)(0,4)(4,4)(4,21)(4,21)
K	~(N)%(T;)			NULL		NOMATCH
K	~(N)%(D;)			NULL		NOMATCH
K	~(N)%(S;)			NULL		NOMATCH
K	~(N)%(T;OT)			NULL		NOMATCH
K	~(N)%(D;OT)			NULL		NOMATCH
K	~(N)%(S;OT)			NULL		NOMATCH
K	~(N)%(T;)			-		NOMATCH
K	~(N)%(D;)			-		NOMATCH
K	~(N)%(S;)			-		NOMATCH
K	~(N)%(T;OT)			-		(0,1)(0,1)
K	~(N)%(D;OT)			-		(0,1)(0,1)
K	~(N)%(S;OT)			-		(0,1)(0,1)
K	~(N)%(T;)			--		NOMATCH
K	~(N)%(D;)			--		NOMATCH
K	~(N)%(S;)			--		NOMATCH
K	~(N)%(T;OT)			--		(0,2)(0,2)
K	~(N)%(D;OT)			--		(0,2)(0,2)
K	~(N)%(S;OT)			--		(0,2)(0,2)
K	~(N)%(T;E\\L'Q")		-(-)-		NOMATCH
K	~(N)%(T;E\\L'Q")		-(-;-)-		(0,4)(0,4)
K	~(N)%(T;E\\L'Q")		-(-);-		(0,5)(0,5)
K	~(N)%(T;E\\L'Q")		-(-;-);-	(0,4)(0,4)
K	~(N)%(T;E\\L'Q")		-(-\;-);-	(0,8)(0,8)
K	~(N)%(T;E\\L'Q")		-(-';'-);-	(4,5)(4,5)
K	~(N)%(T;E\\L'Q")		-(-";"-);-	(4,5)(4,5)
K	~(N)%(T;E\\L'Q"())		-(-)-		NOMATCH
K	~(N)%(T;E\\L'Q"())		-(-;-)-		(2,4)(2,4)
K	~(N)%(T;E\\L'Q"())		-(-);-		(0,5)(0,5)
K	~(N)%(T;E\\L'Q"())		-(-;-);-	(2,4)(2,4)
K	~(N)%(T;E\\L'Q"())		-(-\;-);-	(0,8)(0,8)
K	~(N)%(T;E\\L'Q"())		-(-';'-);-	(4,5)(4,5)
K	~(N)%(T;E\\L'Q"())		-(-";"-);-	(4,5)(4,5)
K	~(N)%(D;E\\L'Q")		-(-)-		NOMATCH
K	~(N)%(D;E\\L'Q")		-(-;-)-		(0,4)(0,4)
K	~(N)%(D;E\\L'Q")		-(-);-		(0,5)(0,5)
K	~(N)%(D;E\\L'Q")		-(-;-);-	(0,4)(0,4)
K	~(N)%(D;E\\L'Q")		-(-\;-);-	(0,8)(0,8)
K	~(N)%(D;E\\L'Q")		-(-';'-);-	(0,9)(0,9)
K	~(N)%(D;E\\L'Q")		-(-";"-);-	(0,9)(0,9)
K	~(N)%(D;E\\L'Q"())		-(-)-		NOMATCH
K	~(N)%(D;E\\L'Q"())		-(-;-)-		(2,4)(2,4)
K	~(N)%(D;E\\L'Q"())		-(-);-		(0,5)(0,5)
K	~(N)%(D;E\\L'Q"())		-(-;-);-	(2,4)(2,4)
K	~(N)%(D;E\\L'Q"())		-(-\;-);-	(0,8)(0,8)
K	~(N)%(D;E\\L'Q"())		-(-';'-);-	(0,9)(0,9)
K	~(N)%(D;E\\L'Q"())		-(-";"-);-	(0,9)(0,9)
K	~(N)%(S;E\\L'Q")		-(-)-		NOMATCH
K	~(N)%(S;E\\L'Q")		-(-;-)-		(0,4)(0,4)
K	~(N)%(S;E\\L'Q")		-(-);-		(0,5)(0,5)
K	~(N)%(S;E\\L'Q")		-(-;-);-	(0,4)(0,4)
K	~(N)%(S;E\\L'Q")		-(-\;-);-	(0,8)(0,8)
K	~(N)%(S;E\\L'Q")		-(-';'-);-	(0,9)(0,9)
K	~(N)%(S;E\\L'Q")		-(-";"-);-	(0,9)(0,9)
K	~(N)%(S;E\\L'Q"())		-(-)-		NOMATCH
K	~(N)%(S;E\\L'Q"())		-(-;-)-		(2,4)(2,4)
K	~(N)%(S;E\\L'Q"())		-(-);-		(0,5)(0,5)
K	~(N)%(S;E\\L'Q"())		-(-;-);-	(0,7)(0,7)
K	~(N)%(S;E\\L'Q"())		-(-\;-);-	(0,8)(0,8)
K	~(N)%(S;E\\L'Q"())		-(-';'-);-	(0,9)(0,9)
K	~(N)%(S;E\\L'Q"())		-(-";"-);-	(0,9)(0,9)
K	~(N)%(T;OTE\\L'Q")		-(-)-		(0,5)(0,5)
K	~(N)%(T;OTE\\L'Q")		-(-;-)-		(0,4)(0,4)
K	~(N)%(T;OTE\\L'Q")		-(-);-		(0,5)(0,5)
K	~(N)%(T;OTE\\L'Q")		-(-;-);-	(0,4)(0,4)
K	~(N)%(T;OTE\\L'Q")		-(-\;-);-	(0,8)(0,8)
K	~(N)%(T;OTE\\L'Q")		-(-';'-);-	(4,5)(4,5)
K	~(N)%(T;OTE\\L'Q")		-(-";"-);-	(4,5)(4,5)
K	~(N)%(T;OTE\\L'Q"())	-(-)-		(0,5)(0,5)
K	~(N)%(T;OTE\\L'Q"())	-(-;-)-		(2,4)(2,4)
K	~(N)%(T;OTE\\L'Q"())	-(-);-		(0,5)(0,5)
K	~(N)%(T;OTE\\L'Q"())	-(-;-);-	(2,4)(2,4)
K	~(N)%(T;OTE\\L'Q"())	-(-\;-);-	(0,8)(0,8)
K	~(N)%(T;OTE\\L'Q"())	-(-';'-);-	(4,5)(4,5)
K	~(N)%(T;OTE\\L'Q"())	-(-";"-);-	(4,5)(4,5)
K	~(N)%(D;OTE\\L'Q")		-(-)-		(0,5)(0,5)
K	~(N)%(D;OTE\\L'Q")		-(-;-)-		(0,4)(0,4)
K	~(N)%(D;OTE\\L'Q")		-(-);-		(0,5)(0,5)
K	~(N)%(D;OTE\\L'Q")		-(-;-);-	(0,4)(0,4)
K	~(N)%(D;OTE\\L'Q")		-(-\;-);-	(0,8)(0,8)
K	~(N)%(D;OTE\\L'Q")		-(-';'-);-	(0,9)(0,9)
K	~(N)%(D;OTE\\L'Q")		-(-";"-);-	(0,9)(0,9)
K	~(N)%(D;OTE\\L'Q"())	-(-)-		(0,5)(0,5)
K	~(N)%(D;OTE\\L'Q"())	-(-;-)-		(2,4)(2,4)
K	~(N)%(D;OTE\\L'Q"())	-(-);-		(0,5)(0,5)
K	~(N)%(D;OTE\\L'Q"())	-(-;-);-	(2,4)(2,4)
K	~(N)%(D;OTE\\L'Q"())	-(-\;-);-	(0,8)(0,8)
K	~(N)%(D;OTE\\L'Q"())	-(-';'-);-	(0,9)(0,9)
K	~(N)%(D;OTE\\L'Q"())	-(-";"-);-	(0,9)(0,9)
K	~(N)%(S;OTE\\L'Q")		-(-)-		(0,5)(0,5)
K	~(N)%(S;OTE\\L'Q")		-(-;-)-		(0,4)(0,4)
K	~(N)%(S;OTE\\L'Q")		-(-);-		(0,5)(0,5)
K	~(N)%(S;OTE\\L'Q")		-(-;-);-	(0,4)(0,4)
K	~(N)%(S;OTE\\L'Q")		-(-\;-);-	(0,8)(0,8)
K	~(N)%(S;OTE\\L'Q")		-(-';'-);-	(0,9)(0,9)
K	~(N)%(S;OTE\\L'Q")		-(-";"-);-	(0,9)(0,9)
K	~(N)%(S;OTE\\L'Q"())	-(-)-		(0,5)(0,5)
K	~(N)%(S;OTE\\L'Q"())	-(-;-)-		(0,7)(0,7)
K	~(N)%(S;OTE\\L'Q"())	-(-);-		(0,5)(0,5)
K	~(N)%(S;OTE\\L'Q"())	-(-;-);-	(0,7)(0,7)
K	~(N)%(S;OTE\\L'Q"())	-(-\;-);-	(0,8)(0,8)
K	~(N)%(S;OTE\\L'Q"())	-(-';'-);-	(0,9)(0,9)
K	~(N)%(S;OTE\\L'Q"())	-(-";"-);-	(0,9)(0,9)
Ki	~(N)b*(a)B*(A)		AaBaAbAa		(2,8)(3,5)(6,8)
Ki	~(N)*(Ab|cD)		aBcD			(0,4)(0,4)
Ki	~(N)+([[=Z=]])		azZa			(1,3)(1,3)
K	~(N)a@()b			ab		(0,2)(1,1)
K	~(N)*(abc)			abcabc		(0,6)(0,6)
K	~(N)!(a)			a		(0,0)(0,0)
K	~(N)xy!(*xy*)xy		xy.xx.yy.xy.xy	(0,11)(2,9)
K	~(N)a\!			aa!a		(1,3)
K	~(N)!(x)*(a)		NULL		(0,0)(0,0)(0,0)
K	~(N)\[*			[abc		(0,4)
K	~(N)[*			[abc		NOMATCH
K	~(N)[a-z][0-9]		AZ90az90	(5,7)
Ki	~(N)[a-z][0-9]		AZ90az90	(1,3)
K	~(N)[\z]*			z\		(0,2)
K	~(N)+([!a-z])		a@Z`{z		(1,5)(1,5)
K	~(N)[---]			a-b		(1,2)
K	~(N)[!-]			--a		(2,3)
K	~(N)*([a-])			--a		(0,3)(0,3)
K	~(N)*([a-m-])		--amoma--	(0,4)(0,4)
K	~(N)+([b-m-y])		-abcmxyz-	(2,7)(2,7)
K	~(N)+([c-m-b])		-abcmn-		(2,5)(2,5)
K	~(N)@([a-z])*\1		aa		(0,2)(0,1)
K	~(N)@([a-z])*\1		axa		(0,3)(0,1)
K	~(N)@([a-z])*\1		xax		(0,3)(0,1)
K	~(N)@([a-z])*\1		aaa		(0,3)(0,1)
K	~(N)@([a-z])*\\1		a\1		(0,3)(0,1)
K	~(N)@([a-z])*\\1		ab\1		(0,4)(0,1)
K	~(N)@([a-z])*\\1		a\\1		(0,4)(0,1)
K	~(N)@([a-z])*\\1		a\\\1		(0,5)(0,1)
K	~(N)a*\1			abc1		(0,4)
K	~(N)a*\\1			abc\1		(0,5)
K	~(N)+(a|@(b|c)|d)*\2	abczc		(0,5)(0,3)(2,3)
K	~(N)@(?)\1\1@(?)\2\2\2	xxxxxxx		(0,7)(0,1)(3,4)
K	~(N)+(?)\1\1+(?)\2\2\2	xxxxxxx		(0,7)(0,1)(3,4)
K	~(N)!(*.o)			foo.c		(0,5)(0,5)
K	~(N)!(*.o)			foo.o		(0,4)(0,4)
K	~(N)+(?)*\1			barxbar		(0,7)(0,3)
K	~(N)+(?)\1			barbar		(0,6)(0,3)
K	~(N)(+(?))\1		barbar		(0,6)(0,3)(0,3)
K	~(N)+(?)\1			barxbar		NOMATCH
K	~(N)+(a)*(b|c)+(a)		aabca		(0,5)(0,2)(2,4)(4,5)
K	~(N)+(a|@(b|c)|d)*\1	cczc		(0,4)(0,1)(0,1)
K	~(N)+(a|@(b|c)|d)*\2	aaab2b		(0,6)(0,4)(3,4)
K	~(N)+(a|@(b|c)|d)*\2	abba		(0,3)(0,2)(1,2)
K	~(N)+(a|@(b|c)|d)*\2	aba		NOMATCH
K	~(N)+(a|@(b|c)|d)*\2	abczb		(0,5)(0,2)(1,2)
K	~(N)+(a|@(b|c)|d)*\2	bba2		(0,2)(0,1)(0,1)
K	~(N)+(a|@(b|c)|d)*\2	cca2		(0,2)(0,1)(0,1)
K	~(N)?			/abc		(0,1)
K	~(N)@(*/bar|*/foo)		/home/ksh/foo//bar/abcabcabc	(0,18)(0,18)
K	~(N)@([a-z])*\1		1a1		NOMATCH
K	~(N)@([a-z])*\1		a1a		(0,3)(0,1)
K	~(N)@([a-z])*\1		xa\1		NOMATCH
K	~(N)@([a-z])*\\1		a\\\a		NOMATCH
K	~(N)@([a-z])*\\1		aa		NOMATCH
K	~(N)@(abc)*\1		abcfooabc	(0,9)(0,3)
K	~(N)a*\1			abca		NOMATCH
K	~(N)a*\1			abc\1		(0,5)
K	~(N)@(abc)@(foo)@(xyz)	abcfooxyz	(0,9)(0,3)(3,6)(6,9)
K	~(N)@(abc)@(???)@(xyz)	abcfooxyz	(0,9)(0,3)(3,6)(6,9)
K	~(N)@(abc)@(*)@(xyz)	abcfooxyz	(0,9)(0,3)(3,6)(6,9)
K	~(N)@(abc)@(foo)\1		abcfooabc	(0,9)(0,3)(3,6)
K	~(N)@(abc)@(???)\1		abcfooabc	(0,9)(0,3)(3,6)
K	~(N)@(abc)@(*)\1		abcfooabc	(0,9)(0,3)(3,6)
Ka	~(N)(/ |/?*/|_______[0-9_][0-9_][0-9_]E[BL]E[BL]_)*	/         	(0,10)(0,2)
Ka	~(N)(/ |/?*/|_______[0-9_][0-9_][0-9_]E[BL]E[BL]_)*	//         	NOMATCH
Ka	~(N)(/ |/?*/|_______[0-9_][0-9_][0-9_]E[BL]E[BL]_)*	/1/         	(0,12)(0,3)
Ka	~(N)(/ |/?*/|_______[0-9_][0-9_][0-9_]E[BL]E[BL]_)*	_______123EBEL_	(0,15)(0,15)
K	~(N)[\		[\			(0,2)
K	~(N)[]		[]			(0,2)
K	~(N)[		[			(0,1)
K	~(N)[a		[a			(0,2)
K	~(N)(\		(\			(0,2)
K	~(N)\(\		(\			(0,2)
K	~(N)()		)			(0,0)(0,0)
K	~(N)\(\)		)			NOMATCH
K	~(N)()		()			(0,0)(0,0)
K	~(N)\(\)		()			(0,2)
K	~(N)(		(			(0,1)
K	~(N)\(		(			(0,1)
K	~(N)(a		(a			(0,2)
K	~(N)\(a		(a			(0,2)
K	~(N)+([abc])&*([bcd])	abcd		(1,3)(1,3)(1,3)
K	~(N)*([abc])&+([bcd])	abcd		(1,3)(1,3)(1,3)
K	~(N)!(a*)&+(?)		abb		(1,3)(1,3)(1,3)
K	~(N)!(*(???|?????))		aa		(0,2)(0,2)
K	~(N)!(*(???|?????))		aaa		(0,2)(0,2)
K	~(N)!(*(???|?????))		aaaa		(0,4)(0,4)
K	~(N)!(*(???|?????))		aaaaa		(0,4)(0,4)
K	~(N)!(*(???|?????))		aaaaaa		(0,4)(0,4)
K	~(N)!(*(???|?????))		aaaaaaa		(0,7)(0,7)
K	~(N)!(*(???|?????))		aaaaaaaa	(0,7)(0,7)
K	~(N)!(*(???|?????))		aaaaaaaaa	(0,7)(0,7)
K	~(N)!(*(???)*(?????))	aa		(0,2)(0,2)
K	~(N)!(*(???)*(?????))	aaa		(0,2)(0,2)
K	~(N)!(*(???)*(?????))	aaaa		(0,4)(0,4)
K	~(N)!(*(???)*(?????))	aaaaa		(0,4)(0,4)
K	~(N)!(*(???)*(?????))	aaaaaa		(0,4)(0,4)
K	~(N)!(*(???)*(?????))	aaaaaaa		(0,7)(0,7)
K	~(N)!(*(???)*(?????))	aaaaaaaa	(0,7)(0,7)
K	~(N)!(*(???)*(?????))	aaaaaaaaa	(0,7)(0,7)
K	~(N)+(a|@(b|c)|d)*\2	ab2		NOMATCH
K	~(N)+(a|@(b|c)|d)*\2	aaab2		NOMATCH
K	~(N)+(a|@(b|c)|d)*\2	cczc		(0,4)(0,2)(1,2)
K	~(N)+(a|@(b|c)|d)*\1	cczcc		(0,5)(0,2)(1,2)
K	~(N)*+(x)*			abcxxxxdef	(0,10)(6,7)
K	~(N)+(a)*+(a)		aabca		(0,5)(0,2)(4,5)
K	~(N)+(a|@(b|c)|d)*\1	aaab2		(0,3)(0,1)
K	~(N)+(a|@(b|c)|d)*\1	aba		(0,3)(0,1)
K	~(N)+(a|@(b|c)|d)*\2	bca2		NOMATCH
K	~(N)+(a|@(b|c)|d)*\2	cczcc		(0,5)(0,2)(1,2)
K	~(N)a((A)|(B)|(C))z		aCzq		(0,3)(1,2)(?,?)(?,?)(1,2)
K	~(N)foo@(bar|xyz+(q))bam	foobarbam	(0,9)(3,6)
K	~(N)\[(*)\]			[123]def	(0,5)(1,4)
K2	~(N)(a|ascii|?(iso)646|?(iso)8859|latin)	ascii	(0,5)(0,5)
K2	~(N)?(iso)8859				iso8859	(0,7)(0,3)
K4	~(N)(a|ascii|?(iso)646|?(iso)8859|latin)	iso8859	(0,7)(0,7)(?,?)(0,3)
K	~(N)*(a)*(a)*(a)*(a)*(a)b	aaaaaaaaac	NOMATCH
K	~(N)*(a)*(a)*(a)*(a)*(a)b	aaaaaaaaab	(0,10)(0,9)(9,9)(9,9)(9,9)(9,9)
K	~(N)x*(a:|z:)			xz:string gjlb	(0,3)(1,3)
K	~(N)*(a:|z:)			z:string gjlb	(0,2)(0,2)
K	~(N)*(a:|z:)			xz:string gjlb	(0,0)(0,0)
K	~(N)+(a:|z:)			xz:string gjlb	(1,3)(1,3)
K	~(N)((a:|z:)+([string]))*([ ])	z:string gjlb	(0,9)(0,8)(0,2)(2,8)(8,9)
K	~(N)((a:|z:)+([string]))*([ ])	xz:string gjlb	(1,10)(1,9)(1,3)(3,9)(9,10)
K	~(N)*((a:|z:)+([string]))*([ ])	ghkahkgvdhkg saghka sghkvavsghkasdg z:string gjlb jbgajkvbahjkgvbadhjkvb	(0,0)(0,0)(?,?)(?,?)(0,0)
